user_id,item_id,gender,age_group,category,device,hour,price,user_click_count,item_ctr,label
114,27,M,50s,food,tablet,0,6.27,8,0.14473170471472965,1
40,104,F,10s,sports,mobile,5,115.57,10,0.11847350244994834,0
301,74,M,40s,fashion,pc,5,256.87,3,0.11410395059958134,0
224,191,M,40s,book,mobile,15,449.97,3,0.14746208679270942,0
318,324,M,20s,electronics,tablet,11,316.17,6,0.15913647281958,0
349,499,F,40s,sports,tablet,14,211.84,3,0.32301513125091313,1
115,147,F,20s,food,mobile,6,28.72,4,0.022938219679581175,0
698,255,F,30s,book,pc,1,300.65,4,0.15541786190088688,0
323,284,F,20s,fashion,mobile,11,178.62,4,0.1043261537739905,0
568,213,F,10s,fashion,mobile,19,271.0,7,0.2951006376390887,0
40,123,F,40s,electronics,tablet,1,384.39,4,0.05397169243228085,0
866,495,F,40s,book,mobile,3,402.85,6,0.17260126723561894,0
40,206,F,40s,book,mobile,2,432.82,4,0.05850166872471823,0
859,417,M,20s,sports,mobile,1,319.84,4,0.022993440636550337,0
973,240,F,50s,sports,mobile,17,453.28,5,0.20653952269131476,0
749,394,M,20s,fashion,mobile,2,346.86,8,0.2470044828534752,0
289,339,M,10s,food,mobile,9,393.04,3,0.20036648252126757,1
262,286,M,20s,fashion,tablet,11,344.31,7,0.30088665144191007,1
216,22,M,40s,sports,tablet,3,436.57,7,0.4087110785375437,0
147,259,F,30s,sports,tablet,22,115.33,4,0.3135882466173919,1
336,357,F,10s,sports,tablet,19,381.14,6,0.3456311713627028,0
168,105,M,30s,fashion,mobile,6,62.99,6,0.10682210560301593,0
92,466,M,10s,book,mobile,19,50.54,5,0.11735109126907596,0
353,459,M,10s,food,mobile,18,248.35,3,0.10733221525459168,1
571,432,F,40s,food,mobile,7,153.62,4,0.28966885222501726,0
571,258,M,20s,sports,tablet,2,283.86,6,0.14140435054760847,1
816,204,M,40s,electronics,tablet,14,340.48,3,0.21431582042665961,1
681,310,F,40s,fashion,mobile,7,117.15,3,0.3067111125864208,0
781,262,M,40s,book,mobile,17,351.46,4,0.09407266700138366,0
363,107,F,30s,sports,mobile,13,497.75,6,0.2284466345006606,1
557,251,F,10s,electronics,mobile,18,381.18,5,0.16424691991738433,0
345,424,M,50s,sports,pc,3,91.02,5,0.018453639185141885,1
693,492,M,20s,electronics,pc,2,318.68,4,0.09683790216835747,0
170,221,M,40s,food,pc,21,9.69,3,0.2179106910934794,0
356,379,F,10s,electronics,pc,8,237.51,5,0.07088596792189088,0
191,222,F,20s,food,mobile,9,268.99,3,0.19374446134521575,0
667,258,F,50s,food,mobile,7,486.33,3,0.20833297553380886,0
422,201,M,50s,fashion,mobile,19,369.92,6,0.270541107905205,0
700,367,M,40s,electronics,pc,1,354.45,8,0.07281764131089224,0
7,258,M,50s,book,pc,0,268.54,8,0.08459736579829656,1
133,349,M,50s,book,mobile,3,259.02,5,0.19086330383610678,0
747,225,M,20s,electronics,pc,15,496.08,7,0.2639917470260703,0
557,202,M,20s,fashion,tablet,4,15.53,5,0.017238722451414723,1
826,226,F,40s,book,pc,17,155.09,3,0.04292642077955604,0
761,236,F,10s,sports,pc,13,71.22,5,0.2252049610560291,1
31,183,F,40s,book,pc,12,160.91,4,0.0988416784122278,0
535,200,M,30s,fashion,pc,15,234.49,4,0.03356527454525912,0
426,357,F,50s,food,mobile,14,174.26,6,0.33118627911673176,0
394,246,F,10s,food,tablet,18,481.54,6,0.22101312161692796,0
672,444,F,20s,food,mobile,3,341.89,6,0.20966658204744898,0
363,353,M,30s,fashion,pc,18,365.38,2,0.3385432297896683,0
437,111,M,30s,food,pc,23,372.43,6,0.17446441914432517,0
670,6,F,50s,food,pc,12,450.12,3,0.05513740899382122,0
551,236,M,20s,fashion,pc,10,385.17,6,0.2790810443898927,0
927,127,M,10s,sports,pc,17,13.02,5,0.27146955539996837,0
82,104,M,20s,book,tablet,10,134.39,6,0.25770904118394533,0
356,237,M,50s,fashion,mobile,21,494.61,8,0.5263952933153536,0
258,403,F,30s,fashion,pc,0,327.8,3,0.09840992680127535,0
718,480,M,50s,electronics,tablet,14,38.72,3,0.43095406882897896,0
589,155,F,40s,food,mobile,23,235.99,4,0.16252307604541555,0
989,257,F,30s,sports,mobile,9,490.51,4,0.13882042055531563,0
524,235,M,50s,electronics,mobile,21,496.45,6,0.23687057711266118,1
295,500,M,10s,sports,pc,3,219.06,5,0.24643196888555338,0
962,289,M,10s,food,pc,5,447.06,3,0.32015373365880667,0
224,40,F,10s,food,tablet,1,298.04,2,0.04660641523998279,0
525,288,F,40s,food,tablet,16,257.17,8,0.0890677857315684,0
46,197,F,20s,book,mobile,11,208.91,4,0.2614332828826617,0
667,273,F,10s,sports,pc,21,446.6,3,0.4951736783674146,0
113,382,F,40s,sports,mobile,23,312.46,3,0.07343464380115927,0
233,264,F,10s,electronics,mobile,4,170.23,1,0.29002925172471916,1
17,57,F,40s,fashion,tablet,23,248.51,6,0.1355096256717117,0
360,298,M,10s,food,pc,18,224.82,8,0.2768748159913178,1
223,98,F,20s,food,tablet,5,228.32,3,0.44747793773941796,0
866,137,F,50s,electronics,pc,16,159.25,6,0.1820038011118125,1
700,376,F,10s,sports,mobile,18,318.31,4,0.1876888973449595,0
448,87,F,50s,book,mobile,19,30.86,11,0.017518492029143504,0
856,419,M,10s,sports,mobile,20,443.65,4,0.30350214445401946,0
365,242,F,20s,book,pc,2,210.62,3,0.04106188172146307,1
675,199,F,50s,book,mobile,7,401.43,9,0.2931026675442995,0
326,463,M,40s,sports,pc,4,366.1,7,0.14070427167212898,0
467,437,M,10s,food,pc,22,238.57,6,0.18828447500414613,0
414,310,F,10s,book,tablet,4,103.36,4,0.16037784582519243,0
455,84,F,40s,electronics,mobile,23,283.29,4,0.11297243611782286,1
586,242,F,20s,electronics,tablet,16,474.3,8,0.030181776474328605,0
233,281,F,30s,book,pc,18,96.96,2,0.036540470476417806,0
224,323,F,10s,food,mobile,18,131.73,5,0.15209954672959664,0
994,252,F,40s,book,mobile,9,496.54,7,0.21613026618450681,0
831,190,M,30s,electronics,pc,2,446.82,8,0.10894016375309379,0
412,439,M,10s,electronics,mobile,21,277.03,7,0.1235668399923566,0
572,430,F,50s,sports,pc,12,348.9,6,0.07525889548824151,0
335,152,F,40s,food,mobile,15,224.32,10,0.10144447332017997,1
222,482,F,50s,sports,mobile,11,205.03,3,0.5616948556778367,0
37,302,M,20s,fashion,pc,21,224.38,7,0.03414602848777721,0
989,278,F,30s,book,tablet,20,210.14,5,0.04969699645343967,0
278,139,M,40s,sports,pc,16,339.4,5,0.18689960706381245,0
196,176,M,10s,food,mobile,1,168.58,3,0.08030566197178961,0
916,8,F,10s,book,pc,15,89.53,8,0.18555001683629693,0
864,295,M,30s,book,pc,10,354.75,5,0.13185211804825925,0
484,235,F,50s,book,pc,0,20.49,2,0.3113909677268913,0
242,163,M,50s,book,mobile,11,360.78,3,0.21790513799007719,0
324,49,F,40s,book,tablet,5,135.31,5,0.033489307735295265,0
731,302,F,40s,food,tablet,18,99.18,6,0.32767502656976016,0
192,38,M,50s,fashion,mobile,4,192.58,4,0.0807927828818127,1
17,136,M,40s,electronics,tablet,21,63.16,6,0.4596279188001349,0
524,310,M,50s,fashion,pc,20,195.32,5,0.34211864061017117,0
918,421,F,30s,electronics,pc,2,55.65,4,0.13518671389924503,0
401,219,M,40s,sports,tablet,17,244.33,3,0.07127322343029106,0
906,348,M,50s,book,tablet,17,92.2,7,0.09830104630203018,0
886,296,F,40s,sports,tablet,11,69.35,5,0.03820150255235352,1
705,34,F,10s,sports,pc,17,291.66,8,0.08358791806577842,0
22,352,M,10s,electronics,pc,9,314.5,3,0.32652041331044496,0
474,79,M,20s,food,mobile,3,7.73,4,0.12943528415194658,0
120,236,M,50s,book,mobile,19,196.9,5,0.0945847386504038,0
210,383,F,20s,sports,pc,18,43.59,5,0.3188050422344776,0
306,273,F,50s,fashion,pc,23,370.63,1,0.2528719885793545,0
270,161,M,40s,book,mobile,3,342.35,7,0.32111508724820786,1
704,175,F,50s,food,mobile,23,29.62,7,0.1707820710223386,1
687,366,M,10s,book,pc,10,470.92,3,0.38361139492104707,0
285,308,M,40s,sports,tablet,2,480.18,6,0.18863585814186928,1
716,374,F,10s,fashion,pc,14,170.66,4,0.16835751398495571,0
676,464,M,40s,sports,tablet,15,69.65,3,0.25377562564308964,0
763,221,M,50s,food,pc,11,61.6,5,0.32491433578999346,0
227,9,F,50s,electronics,mobile,17,421.16,6,0.3207120361724335,0
948,289,M,10s,fashion,mobile,23,232.29,4,0.3620136551367758,0
381,444,M,30s,food,mobile,5,9.71,5,0.17253263139231956,1
460,113,F,50s,food,pc,14,463.05,11,0.24836730309038282,0
7,477,M,30s,sports,pc,1,298.4,5,0.24848455120522076,0
29,205,M,40s,sports,pc,22,346.75,5,0.20396680967654787,0
907,405,F,30s,sports,tablet,11,412.66,8,0.0982861227722831,0
33,186,F,10s,electronics,pc,9,410.2,6,0.033191620177640296,0
646,341,F,20s,book,tablet,22,42.52,7,0.19495168685598097,1
879,197,M,20s,book,tablet,3,289.13,6,0.20926316341074086,0
79,266,F,10s,sports,tablet,7,349.64,5,0.10488633787835838,1
928,262,M,20s,sports,mobile,14,47.38,4,0.5003929767094866,1
947,248,F,10s,electronics,tablet,18,115.09,7,0.13157054618425668,0
459,115,M,50s,book,tablet,15,200.93,5,0.13384771522093356,0
570,121,M,30s,electronics,mobile,12,443.83,6,0.3322516977073555,0
983,141,F,20s,food,tablet,14,426.06,4,0.26308294578184366,0
538,65,M,50s,book,pc,13,392.14,6,0.1516186667594802,0
482,276,M,20s,sports,pc,14,495.19,5,0.1704187248813716,0
430,313,F,40s,fashion,mobile,11,125.12,3,0.12006693441591822,1
738,239,M,10s,food,mobile,10,236.57,4,0.0950504337446079,0
285,302,M,10s,fashion,tablet,20,226.13,8,0.22919251343115596,0
516,392,M,50s,electronics,tablet,2,341.07,4,0.2927522813444648,0
977,10,F,40s,electronics,tablet,13,425.83,10,0.07319450031750696,0
99,457,F,30s,electronics,mobile,1,248.38,1,0.22550239914764014,0
397,369,F,40s,sports,tablet,17,248.31,10,0.13950155009024692,0
489,233,F,40s,electronics,pc,2,306.12,7,0.1302177170240282,0
39,195,F,30s,fashion,pc,8,372.52,4,0.06285455820985646,0
271,395,F,30s,food,tablet,10,104.64,3,0.1896230434853649,0
887,12,F,40s,sports,mobile,2,481.12,4,0.16188135087601738,0
797,394,F,20s,food,pc,4,50.57,6,0.07715752400032269,0
157,409,M,20s,electronics,mobile,8,16.43,4,0.12633787424584336,0
75,177,M,40s,book,pc,9,182.6,5,0.12528369113122473,0
884,177,M,20s,sports,tablet,5,352.21,3,0.07368646466399695,0
800,217,M,30s,electronics,tablet,5,489.15,5,0.1904754621210009,1
130,11,F,30s,sports,mobile,10,466.72,7,0.44770034301739237,0
687,446,M,20s,book,tablet,16,345.8,6,0.28990025893899246,0
974,118,M,30s,fashion,mobile,1,221.09,6,0.08400486468642095,0
84,164,M,10s,fashion,mobile,8,299.92,7,0.28942137654452316,0
22,39,M,30s,fashion,pc,23,484.49,1,0.12153700921491993,0
459,53,M,40s,book,pc,17,136.42,4,0.2728527344262916,0
539,218,F,50s,food,tablet,4,241.75,4,0.1605319006876312,0
707,206,F,20s,book,mobile,20,347.99,7,0.22727247748575696,1
849,487,M,20s,book,pc,5,10.1,3,0.3393748649331098,0
382,312,M,30s,electronics,tablet,3,193.72,7,0.15887935811395792,0
748,360,M,30s,fashion,tablet,8,286.12,5,0.37176709723980034,1
440,385,M,50s,sports,pc,4,450.95,7,0.19473438181965338,0
604,56,F,50s,food,tablet,3,496.04,6,0.08913676151225679,0
989,118,M,40s,sports,pc,8,280.38,3,0.055452850857780595,0
21,388,F,10s,electronics,mobile,17,472.57,7,0.3512811427750588,0
303,253,M,40s,electronics,tablet,10,54.14,6,0.06576838294840734,0
976,286,F,20s,food,mobile,15,352.13,6,0.2575871272286468,0
869,268,F,30s,sports,pc,1,203.27,5,0.18919984372883764,0
955,291,F,40s,food,mobile,15,376.73,6,0.30231264590009876,0
84,333,M,30s,food,pc,18,434.52,5,0.11170919754615764,0
774,180,M,30s,fashion,tablet,9,31.59,2,0.21469818632818796,0
659,415,F,40s,sports,tablet,3,468.06,3,0.05938381005617179,0
953,358,M,40s,fashion,tablet,11,38.74,9,0.04526305533901873,0
453,235,M,50s,fashion,mobile,8,377.93,5,0.23340362958998523,1
387,343,F,10s,fashion,mobile,12,39.19,5,0.05973593436844889,0
507,196,M,50s,book,mobile,4,431.53,4,0.22491084622071067,0
257,308,F,10s,electronics,pc,1,106.47,5,0.08457470937856265,0
570,80,M,40s,electronics,tablet,2,219.86,5,0.16343919353014708,0
892,135,M,10s,book,mobile,7,466.65,4,0.2624461023307396,0
934,22,F,20s,food,pc,5,397.07,4,0.2271793565559908,1
527,477,F,50s,sports,mobile,4,393.96,7,0.3032121917507687,0
162,331,F,50s,sports,pc,3,382.85,8,0.10916696406678635,0
957,440,F,50s,sports,tablet,19,286.87,3,0.2341806874953713,0
163,225,M,30s,fashion,mobile,15,475.96,2,0.10138632581250785,0
832,58,M,30s,sports,tablet,7,416.66,1,0.05612851309095203,0
793,93,M,40s,sports,mobile,11,222.94,10,0.14760514654906143,0
792,192,F,40s,sports,pc,21,372.57,2,0.16333450149999273,0
524,103,M,30s,electronics,tablet,4,499.06,5,0.2371710529801918,0
786,396,M,50s,book,mobile,4,436.15,1,0.13035402033787571,0
271,7,M,30s,food,mobile,21,5.61,7,0.46887540862573956,0
492,128,F,10s,book,tablet,12,370.25,5,0.2792893608190385,0
208,55,F,50s,sports,pc,10,449.45,6,0.16377193781707364,1
539,231,M,30s,food,tablet,10,167.24,4,0.2285152539656427,0
584,362,M,40s,food,mobile,18,488.86,5,0.3035518176299279,0
60,62,F,30s,book,tablet,6,203.64,3,0.13835425547494032,0
430,240,F,20s,book,tablet,16,213.48,4,0.06470007880514947,0
985,90,F,30s,book,pc,4,84.63,6,0.04825012361474677,1
657,232,F,50s,book,pc,5,52.81,3,0.11654866495186787,0
605,457,M,30s,fashion,tablet,17,270.61,4,0.22094612952891415,0
309,233,F,40s,electronics,pc,17,303.37,4,0.16315589137348635,0
520,354,M,10s,electronics,pc,8,186.61,3,0.11558840411087971,0
591,493,F,20s,sports,mobile,17,305.27,6,0.22716058831507333,0
27,333,M,50s,fashion,pc,18,200.36,4,0.07196445980348436,1
686,439,M,40s,food,tablet,16,434.75,5,0.22123873471116412,0
562,375,F,20s,book,tablet,8,477.14,6,0.26647063403926097,0
199,292,M,30s,sports,mobile,0,298.8,4,0.2808875426738019,1
387,345,M,20s,food,mobile,19,421.93,4,0.4164625941592546,1
349,152,M,10s,electronics,mobile,22,427.6,8,0.03704102714782391,0
960,428,F,20s,food,tablet,17,358.31,2,0.082764833554607,0
940,145,F,20s,book,tablet,23,100.04,6,0.05324341964824689,0
693,130,F,30s,book,pc,12,81.69,5,0.08761754855050362,0
536,141,M,30s,electronics,mobile,7,460.14,5,0.18627586976411012,1
828,415,M,50s,book,pc,13,136.21,7,0.2959992407628015,0
378,93,M,30s,fashion,pc,2,126.93,6,0.23497261761866728,0
899,114,M,20s,sports,tablet,3,87.23,4,0.14197036314141814,0
916,284,F,10s,electronics,pc,10,266.09,6,0.07705697653108068,0
558,444,M,30s,electronics,mobile,6,340.11,8,0.21750779653477453,0
527,411,M,50s,food,mobile,20,339.7,3,0.11427067962824332,0
153,143,M,50s,electronics,tablet,4,134.22,3,0.03629167835635653,0
734,223,F,20s,sports,tablet,1,51.92,9,0.030089634933190137,0
206,232,M,30s,fashion,tablet,5,158.55,6,0.13374712646995393,1
455,463,F,30s,food,mobile,19,254.2,6,0.16355001319797313,0
273,33,F,50s,sports,tablet,4,308.16,3,0.2506615295543427,0
894,276,M,30s,electronics,mobile,14,138.95,6,0.10625794937389542,0
236,170,M,20s,book,pc,10,95.66,7,0.11670647596784256,0
852,140,M,10s,book,tablet,4,421.58,1,0.060359775671870446,0
740,357,M,20s,sports,tablet,17,429.67,1,0.2621090074738426,0
521,201,F,30s,fashion,tablet,7,143.58,1,0.3002000837902768,0
678,23,F,20s,book,mobile,10,282.26,5,0.13099047088739996,0
944,456,F,40s,sports,pc,16,222.71,3,0.07246341285557804,0
956,224,F,40s,food,tablet,13,75.27,1,0.08118299890833625,0
831,368,F,30s,electronics,pc,1,470.59,5,0.02021215315771431,0
726,270,F,30s,fashion,tablet,6,9.84,11,0.24656142821242852,0
501,347,F,10s,fashion,mobile,22,97.85,5,0.02910123425787341,0
117,153,F,20s,food,pc,17,176.05,9,0.04939248545277134,0
386,333,F,10s,fashion,pc,0,428.95,6,0.5325544622218441,0
344,85,F,30s,sports,tablet,14,395.38,6,0.5177782984065901,0
584,109,M,30s,fashion,pc,0,292.04,3,0.19299560748731073,0
395,31,M,50s,fashion,mobile,16,349.04,2,0.18798656652622153,0
64,229,M,10s,fashion,pc,21,173.75,6,0.09023193113131481,0
717,240,F,30s,sports,pc,6,470.57,5,0.41758939546487456,0
721,378,M,40s,electronics,pc,15,18.26,5,0.17615644065907546,0
72,363,F,50s,book,pc,1,54.96,7,0.32081588804066286,0
789,310,F,20s,fashion,tablet,14,463.15,6,0.09816858973487443,0
274,389,M,50s,food,tablet,21,472.8,6,0.290036539952029,1
990,141,F,20s,food,pc,19,247.83,4,0.28278990357798606,0
320,156,M,40s,sports,pc,10,290.35,5,0.0733511367304567,0
338,299,F,20s,electronics,mobile,23,451.76,3,0.09958328012463663,0
366,345,F,10s,fashion,tablet,23,427.45,3,0.06449550419648001,0
495,371,M,20s,sports,tablet,1,431.67,9,0.20086875499642023,0
607,99,M,20s,book,tablet,10,189.03,6,0.13547612312764318,0
166,47,M,50s,electronics,pc,20,416.12,7,0.2323804661784762,0
544,487,M,40s,electronics,tablet,15,39.31,6,0.35251691311510985,0
11,327,M,20s,sports,mobile,1,246.05,6,0.3524619703926499,0
301,422,M,10s,food,mobile,18,122.52,6,0.04068425476840982,0
729,480,F,50s,electronics,mobile,15,22.72,4,0.1736050001661233,0
801,67,F,40s,food,mobile,7,310.52,5,0.11985848180577052,0
102,62,F,40s,electronics,mobile,20,42.71,7,0.19927147009201554,1
425,109,F,30s,electronics,tablet,19,64.48,4,0.27413790840905866,0
392,167,M,10s,electronics,pc,4,45.46,6,0.41700079751663405,1
779,37,F,50s,book,pc,7,487.65,8,0.16377252536542383,0
214,119,F,50s,food,pc,13,24.42,4,0.25952647283362823,0
691,498,M,10s,book,pc,13,138.53,3,0.2025900596651849,0
88,86,F,40s,food,tablet,22,327.74,5,0.2943851924642535,0
553,382,M,20s,book,tablet,21,412.57,7,0.1716988342007675,0
401,392,M,10s,book,tablet,17,306.06,2,0.13694858769067267,0
588,465,M,50s,book,mobile,4,488.37,3,0.27306491540975303,0
889,52,F,10s,sports,pc,9,172.17,4,0.4063267140626053,0
46,91,M,40s,book,tablet,14,238.64,10,0.09142916416298773,0
672,289,F,30s,electronics,tablet,12,411.54,7,0.4760944081986685,0
463,494,F,30s,fashion,tablet,8,342.44,6,0.3458293334675817,0
592,337,F,20s,book,pc,8,110.96,1,0.31695797464661335,0
310,298,M,20s,fashion,pc,18,251.84,7,0.14869876342580415,1
86,204,M,40s,fashion,mobile,8,488.1,4,0.11174530579548778,0
92,368,M,20s,electronics,mobile,4,432.2,3,0.024029006421041187,0
660,238,F,30s,fashion,mobile,5,99.94,2,0.1996737322591724,0
673,382,F,40s,fashion,pc,22,93.99,5,0.15893721862702964,1
714,155,M,40s,fashion,mobile,9,415.06,2,0.13383309011956054,0
936,240,F,40s,food,mobile,9,103.45,6,0.18442181384865183,0
928,136,M,10s,book,tablet,5,229.13,3,0.23559406664362728,0
242,407,M,20s,book,pc,20,94.48,10,0.11425850596104264,0
865,362,F,50s,fashion,mobile,0,12.26,4,0.11429467433229501,0
2,381,F,30s,electronics,mobile,19,438.32,4,0.3463283873723031,0
225,369,M,20s,food,pc,12,390.61,3,0.3224363464698853,0
801,64,F,30s,electronics,mobile,7,237.94,3,0.22409099856722542,0
745,123,M,20s,electronics,pc,23,83.99,5,0.10546410716986256,0
973,254,M,50s,fashion,pc,12,404.18,2,0.11581718703478965,0
926,477,F,30s,sports,pc,5,182.89,5,0.07301253511401662,0
929,114,M,50s,fashion,mobile,18,332.66,5,0.4680845600891113,0
589,20,F,30s,sports,mobile,11,161.76,5,0.17444421675244381,0
116,16,M,10s,food,mobile,14,218.98,1,0.07629499979034919,0
666,145,F,10s,sports,pc,7,270.06,11,0.2893650600275869,0
918,208,F,30s,fashion,mobile,22,382.2,6,0.3193404993086875,0
103,19,M,30s,fashion,tablet,10,416.87,5,0.20234717617722744,0
194,376,F,50s,electronics,pc,8,224.56,4,0.12506357480229924,0
166,392,F,40s,fashion,mobile,18,120.35,2,0.2854087395927202,0
871,166,M,30s,fashion,pc,10,81.06,8,0.15469232648459136,0
90,38,F,20s,book,mobile,5,173.67,7,0.2553537279710408,0
686,181,M,20s,book,pc,14,401.88,2,0.3061836727594075,0
122,349,F,20s,electronics,tablet,16,140.62,4,0.10697143388290432,0
143,105,M,10s,sports,pc,11,28.52,10,0.16623535369995404,0
994,100,M,50s,sports,pc,23,284.32,6,0.12002007967880564,0
106,90,M,10s,book,pc,1,21.64,6,0.1739406114275264,0
887,415,M,20s,food,mobile,20,443.04,4,0.020918102920001114,1
428,300,F,30s,book,pc,21,340.64,10,0.11291844746330539,0
305,444,M,20s,food,mobile,3,132.14,5,0.22328508560868404,0
872,332,F,30s,sports,pc,2,237.2,4,0.1888241779750933,0
971,401,M,50s,book,mobile,1,370.91,2,0.1697373023577169,0
317,79,F,40s,fashion,mobile,18,458.26,2,0.10875336200063745,0
963,73,M,30s,food,mobile,4,437.85,7,0.07879357585182306,0
635,423,F,10s,food,mobile,16,39.42,5,0.3290386023191538,0
902,426,F,20s,food,pc,15,45.16,4,0.07029322663739365,0
9,176,M,20s,sports,pc,15,300.87,4,0.18278939745190786,0
774,396,M,20s,electronics,mobile,11,250.77,2,0.0947396758747451,0
73,96,M,30s,fashion,mobile,3,150.0,1,0.02474823926066269,0
359,345,F,50s,book,mobile,16,488.21,3,0.4784754159733797,0
223,103,F,30s,food,tablet,18,374.4,6,0.06387180422889743,0
416,402,F,10s,sports,tablet,1,345.22,6,0.20595942825184177,0
553,463,F,20s,food,pc,4,94.76,5,0.12072142615633119,0
370,224,M,30s,book,tablet,0,145.55,6,0.2797063046569919,0
716,6,M,20s,fashion,tablet,13,304.48,7,0.37121338765150885,0
264,122,M,10s,food,mobile,22,398.82,6,0.06139188683336452,0
840,236,M,40s,sports,mobile,8,465.87,8,0.20585747777028182,0
690,427,F,40s,sports,tablet,16,350.37,7,0.15485008633977815,0
860,116,F,40s,electronics,tablet,11,212.23,10,0.21853203269345364,0
318,163,M,20s,sports,tablet,23,347.08,9,0.04085283925490359,0
84,226,F,30s,electronics,mobile,23,39.24,3,0.10840213603513166,0
318,230,M,20s,fashion,pc,22,302.04,3,0.24737499743129174,1
111,182,F,50s,book,tablet,19,447.84,4,0.045865757838823885,0
251,249,F,30s,electronics,pc,11,320.29,3,0.3190454283983668,0
383,318,F,10s,food,pc,14,8.73,4,0.5028211967482041,0
7,453,F,40s,food,tablet,15,348.79,5,0.08465782506853711,0
459,210,F,30s,book,pc,22,364.59,6,0.2883514557750926,1
84,144,F,30s,sports,mobile,17,272.91,3,0.057177294607816176,0
208,392,M,40s,food,tablet,21,408.96,4,0.2379642250556878,0
900,345,F,10s,electronics,tablet,13,105.13,4,0.4180573591941598,1
390,96,M,20s,book,tablet,11,207.44,4,0.16280328597979532,0
314,382,M,20s,food,tablet,10,404.76,7,0.19938204798625234,0
22,346,M,30s,sports,mobile,14,303.83,2,0.31360443375433456,0
410,244,M,40s,sports,mobile,20,497.21,3,0.40103187449164485,0
895,86,M,50s,food,pc,20,39.29,2,0.0636669161261989,0
515,415,M,10s,book,tablet,7,125.93,7,0.20424196252911392,0
127,491,F,20s,fashion,tablet,16,103.57,6,0.35811336278309497,1
809,394,F,10s,food,pc,7,488.31,8,0.20900835510618027,0
700,184,F,10s,sports,mobile,3,435.29,8,0.1794459487152688,0
874,121,M,10s,fashion,tablet,9,70.9,2,0.09200500489726296,0
14,332,M,40s,book,pc,5,180.13,8,0.2797319557636457,0
971,92,M,40s,sports,mobile,5,31.04,4,0.09146992860479858,0
978,70,F,40s,book,pc,16,318.12,5,0.27736690669646785,0
12,404,F,30s,food,pc,7,168.94,4,0.25008924293291923,0
87,133,F,40s,book,mobile,12,132.49,2,0.13898154997544934,0
524,279,M,30s,sports,tablet,14,263.94,9,0.36169893585015367,0
909,137,M,20s,food,mobile,3,398.8,4,0.19317777167568015,0
537,314,M,20s,sports,tablet,14,204.94,3,0.2617850946442655,0
301,187,F,20s,sports,mobile,22,379.94,2,0.30596976506945067,0
243,221,M,20s,fashion,tablet,13,225.84,6,0.1641973698193683,0
122,464,M,20s,electronics,tablet,10,111.19,3,0.38589554457106473,0
147,438,M,40s,book,pc,19,225.87,5,0.18947289770495704,1
567,46,M,50s,book,pc,16,271.34,6,0.37878225172220203,0
750,278,F,40s,fashion,tablet,9,233.48,7,0.16834262658682592,0
356,192,F,50s,book,mobile,5,140.79,6,0.1639040538353193,1
685,8,M,40s,fashion,tablet,5,96.63,3,0.16337107088078145,0
904,379,M,20s,book,mobile,0,473.74,7,0.11016620499033833,0
733,276,F,10s,book,tablet,4,152.26,6,0.4851270638393111,0
631,179,F,50s,sports,mobile,3,354.16,7,0.06447625821886245,1
309,334,M,10s,fashion,pc,10,173.64,7,0.14061572037020206,0
695,39,F,20s,book,mobile,16,484.97,5,0.42605157967923035,0
288,293,F,50s,electronics,pc,6,494.2,2,0.03486397746751469,0
307,178,M,10s,fashion,mobile,19,413.42,3,0.17175864310786765,0
812,162,F,40s,fashion,pc,2,292.83,4,0.32626259157756554,0
594,331,F,20s,fashion,mobile,1,273.32,3,0.22863090301260924,0
966,374,F,40s,sports,tablet,7,167.84,9,0.07731729477962357,0
914,104,F,40s,fashion,mobile,4,65.4,6,0.46306248643912523,0
723,161,M,20s,sports,pc,4,44.14,5,0.4180438173412563,0
662,287,F,50s,electronics,pc,9,235.4,3,0.1412165142851664,0
549,123,F,30s,food,mobile,11,489.5,3,0.1535928146046619,1
352,54,M,30s,sports,tablet,16,127.2,5,0.40920340878500194,0
312,428,F,20s,book,mobile,13,208.42,7,0.01479098546935258,0
873,34,M,30s,fashion,mobile,4,322.5,2,0.16492273761700663,0
59,242,M,10s,food,pc,4,178.78,7,0.44182954627960297,1
643,455,F,50s,sports,tablet,23,6.8,2,0.26091862703530444,0
924,378,F,40s,book,tablet,5,201.13,6,0.15602570594574425,0
714,113,F,40s,food,tablet,14,403.3,1,0.08359728627943071,0
755,318,F,20s,electronics,tablet,4,472.26,2,0.0657788763072972,0
35,23,F,40s,sports,mobile,7,141.17,3,0.02260863352613006,0
445,46,M,10s,sports,tablet,0,461.21,11,0.16598861918360336,0
93,312,F,10s,electronics,tablet,20,434.24,2,0.05774356499585884,0
950,135,M,20s,sports,tablet,2,206.33,9,0.09128569278626576,1
959,118,F,40s,fashion,pc,20,7.32,2,0.4835002125218096,0
207,473,M,30s,sports,pc,18,423.21,5,0.034673474893078295,0
353,189,F,30s,fashion,pc,14,146.95,5,0.2830738700961169,0
903,131,F,50s,sports,tablet,3,379.16,4,0.5610425556869459,0
332,422,F,20s,book,mobile,1,287.9,3,0.11156371873457717,1
817,212,F,50s,book,mobile,16,114.72,3,0.056080157941486776,0
862,418,F,30s,food,pc,11,325.86,6,0.2529215706424433,0
725,113,M,30s,book,pc,19,383.6,3,0.18242858400337691,0
159,44,F,30s,electronics,tablet,7,239.85,5,0.19118331503496303,0
