,id,title,original_title,release_date,overview,original_language,origin_country,genres,adult
11229,11229,Freeway,Freeway,1996-08-23,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",en,['US'],"['Comedy', 'Crime', 'Thriller', 'Drama']",False
15121,15121,The Sound of Music,The Sound of Music,1965-03-02,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",en,['US'],"['Drama', 'Family', 'Music', 'Romance']",False
562,562,Die Hard,Die Hard,1988-07-15,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",en,['US'],"['Action', 'Thriller']",False
10163,10163,The Lawnmower Man,The Lawnmower Man,1992-03-05,A simple man is turned into a genius through the application of computer science.,en,"['US', 'JP', 'GB']","['Science Fiction', 'Horror']",False
48862,48862,Unhook the Stars,Unhook the Stars,1996-09-04,"Widowed mother Mildred must suddenly redefine herself and find an outlet for her nurturing side when her adult daughter moves out of the family home. Though Mildred thinks she's found her purpose when her neighbor, overworked single mother Monica, asks her to look after her little boy, she has great difficulty learning to strike a healthy balance between giving selflessly to others and remembering to take care of herself.",en,['US'],"['Drama', 'Romance']",False
117036,117036,Synthetic Pleasures,Synthetic Pleasures,1995-09-13,"Conceived as an electronic road movie, this documentary investigates cutting edge technologies and their influence on our culture as we approach the 21st century. It takes off from the idea that mankind's effort to tap the power of Nature has been so successful that a new world is suddenly emerging,an artificial reality. Virtual Reality, digital and biotechnology, plastic surgery and mood-altering drugs promise seemingly unlimited powers to our bodies, and our selves. This film presents the implications of having access to such power as we all scramble to inhabit our latest science fictions.",en,['US'],['Documentary'],False
47199,47199,The Secret Agent,The Secret Agent,1996-11-08,"In 1880s London, pornographic bookseller Verloc is a double agent for the Russian government, providing information to Chief Inspector Heat about a lazy anarchist organization. In order for the anarchists to be arrested, an act of terrorism must occur. So Verloc decides to set up bombs – which leads to tragedy – not only for himself but also for his family, including wife Winnie and brother-in-law, Stevie.",en,"['US', 'GB']","['Drama', 'Thriller']",False
11159,11159,Secrets & Lies,Secrets & Lies,1996-05-24,"After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to Cynthia, a working class white woman.",en,['GB'],['Drama'],False
9591,9591,That Thing You Do!,That Thing You Do!,1996-10-04,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",en,['US'],"['Comedy', 'Drama', 'Romance', 'Music']",False
30500,30500,To Gillian on Her 37th Birthday,To Gillian on Her 37th Birthday,1996-10-25,"David loves his wife, Gillian. Unfortunately, she died two years ago. David deals with his grief by continuing his romance with Gillian during walks with her ""ghost"" on the beach at night. While David lives in the past, other family problems crop up in the present in the real world....",en,['US'],"['Drama', 'Romance']",False
41843,41843,Surviving Picasso,Surviving Picasso,1996-09-04,"The passionate Merchant-Ivory drama tells the story of Francoise Gilot, the only lover of Pablo Picasso who was strong enough to withstand his ferocious cruelty and move on with her life.",en,['US'],"['Drama', 'Romance']",False
55058,55058,Love Is All There Is,Love Is All There Is,1996-05-10,"The Malacicis, a hard-working Italian family recently immigrated from Florence, open a fancy restaurant in the Bronx, N.Y., drawing the ire of another clan. Mike and Sadie Capomezzo, equally hard-working Sicilian caterers from the area, find they cannot stand Piero  and Maria Malacici. But things get complicated when the Malacicis' daughter, Gina, and the Capomezzos' son, Rosario, fall in love.",en,['US'],"['Comedy', 'Romance']",False
10938,10938,Beautiful Thing,Beautiful Thing,1996-06-21,"Set during a long, hot summer on the Thamesmead Estate in Southeast London, where three teenagers edge towards adulthood.",en,['GB'],"['Comedy', 'Drama', 'Romance']",False
11412,11412,The Long Kiss Goodnight,The Long Kiss Goodnight,1996-10-11,"Samantha Caine is a small-town schoolteacher and mom with no memory of her life before washing up on a beach eight years ago. After a car accident and a violent home invasion trigger flashes of her past, she discovers she used to be a deadly CIA assassin.  Teaming up with a wisecracking private investigator, Mitch, she uncovers a secret government plot to stage a terrorist attack in Niagara Falls. When her daughter is kidnapped, Samantha must return to her old ways to stop the attack, rescue her child, and take down the people who tried to erase her.",en,['US'],"['Crime', 'Action', 'Mystery', 'Thriller']",False
10586,10586,The Ghost and the Darkness,The Ghost and the Darkness,1996-10-11,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",en,"['DE', 'US']","['Adventure', 'Action', 'Thriller', 'Horror', 'History']",False
42314,42314,Looking for Richard,Looking for Richard,1996-10-11,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",en,['US'],['Documentary'],False
27845,27845,Trees Lounge,Trees Lounge,1996-05-11,"Tommy has lost his job, his love and his life. He lives in a small apartment above the Trees Lounge, a bar which he frequents along with a few other regulars without lives. He gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. This gets him into serious trouble with her father.",en,['US'],"['Drama', 'Comedy']",False
108365,108365,The Proprietor,The Proprietor,1996-09-09,An expatriated French novelist returns to Paris when she learns that her childhood home is being placed on the auction block.,en,"['FR', 'US', 'GB']",['Drama'],False
23223,23223,Normal Life,Normal Life,1996-01-26,"Chris Anderson and his wife Pam live a fairly normal life until Chris loses his job on the police force and secretly turns to robbing banks to make his wife's dreams come true. Upon discovering his secret, she joins his deadly crime wave and together they terrorize an unsuspecting suburban town.",en,['US'],"['Crime', 'Drama', 'Romance']",False
49471,49471,Get on the Bus,Get on the Bus,1996-10-16,"Several Black men take a cross-country bus trip to attend the Million Man March in Washington, DC in 1995. On the bus are an eclectic set of characters including a laid-off aircraft worker, a man whose at-risk son is handcuffed to him, a black Republican, a former gangsta, a Hollywood actor, a cop who is of mixed racial background, and a white bus driver. All make the trek discussing issues surrounding the march, including manhood, religion, politics, and race.",en,['US'],"['Drama', 'Adventure']",False
38153,38153,Shadow Conspiracy,Shadow Conspiracy,1997-01-25,"Bobby Bishop is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust.",en,['US'],['Thriller'],False
25147,25147,Jude,Jude,1996-02-06,"In late 19th-century England, Jude aspires to be an academic, but is hobbled by his blue-collar background. Instead, he works as a stonemason and is trapped in an unloving marriage to a farmer's daughter named Arabella. But when his wife leaves him, Jude sees an opportunity to improve himself. He moves to the city and begins an affair with his married cousin, Sue, courting tragedy every step of the way.",en,"['US', 'GB']","['Drama', 'Romance']",False
9716,9716,Everyone Says I Love You,Everyone Says I Love You,1996-12-06,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,en,['US'],"['Comedy', 'Romance']",False
43777,43777,Bitter Sugar,Azúcar amarga,1996-02-10,A patriot (René Lavan) with a rebellious brother falls in love with a dissident's daughter (Mayte Vilán) in Castro's Cuba.,es,['ES'],"['Drama', 'Romance']",False
454,454,Romeo + Juliet,Romeo + Juliet,1996-11-01,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",en,['US'],"['Drama', 'Romance']",False
10218,10218,Swingers,Swingers,1996-10-18,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",en,['US'],"['Comedy', 'Drama']",False
819,819,Sleepers,Sleepers,1996-10-18,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,en,['US'],"['Crime', 'Drama', 'Thriller']",False
38191,38191,The Sunchaser,The Sunchaser,1996-05-29,A young half-Navajo convict dying of cancer forces a yuppie doctor to drive him to a magic healing lake.,en,['US'],"['Drama', 'Crime']",False
56830,56830,Johns,Johns,1996-12-10,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza Hotel. Meanwhile, Donner, a lad new to the streets, wants John to leave the city with him. John spends the day trying to figure out how to deal with Donner's friendship.",en,['US'],"['Drama', 'Romance']",False
27256,27256,The Woman in Question,The Woman in Question,1950-10-03,"Agnes ""Astra"" Huston, a fortune teller at a run-down fair, is found strangled in her bedroom. As the police question five suspects, their interactions with her are shown in flashbacks from their point of view.",en,['GB'],"['Mystery', 'Crime', 'Drama']",False
31530,31530,Shall We Dance,Shall We Dance,1937-05-07,"Ballet star Petrov arranges to cross the Atlantic aboard the same ship as the dancer and musical star he's fallen for but barely knows. By the time the ocean liner reaches New York, a little white lie has churned through the rumour mill and turned into a hot gossip item—that the two celebrities are secretly married.",en,['US'],"['Comedy', 'Romance']",False
66473,66473,A Damsel in Distress,A Damsel in Distress,1937-11-19,"Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on 'Mr. X'. After Alyce goes to London to meet a beau she is restricted to the castle to curb her scandalous behavior. Albert then summons Jerry to Alyce's aid in order to 'protect his investment'.",en,['US'],"['Music', 'Comedy', 'Romance']",False
28120,28120,Crossfire,Crossfire,1947-08-15,"A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?",en,['US'],"['Crime', 'Mystery', 'Thriller']",False
1834,1834,"Murder, My Sweet","Murder, My Sweet",1944-12-14,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",en,['US'],"['Mystery', 'Drama']",False
26282,26282,Macao,Macao,1952-04-11,"Nick Cochran, an American in exile in Macao, has a chance to restore his name by helping capture an international crime lord. Undercover, can he mislead the bad guys and still woo the attractive singer/petty crook, Julie Benson?",en,['US'],"['Adventure', 'Drama', 'Romance', 'Crime']",False
37218,37218,For the Moment,For the Moment,1993-10-01,"This Canadian film presents and old-fashioned war time romance.  It is set during 1942 in Manitoba and traces the doomed affair between a young farmer's wife (Christianne Hirt) whose husband is fighting abroad and a dashing Australian pilot (Russell Crowe).  The pilot has come to train in the British Commonwealth Air Training Plan of Canada.  When the pilot, Lachlan, is not training, he is surreptitiously wooing Lill, the farmer's wife.  At the other end of town, Betsy (Wanda Cannon) who supports her two kids by bootlegging, charges for her services.  She gets involved with Zeek (Scott Kraft), an American flight instructor.",en,"['CA', 'US']","['War', 'Drama', 'Romance', 'Action']",False
252,252,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,1971-06-29,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",en,['US'],"['Family', 'Fantasy', 'Comedy']",False
116356,116356,The Sexual Life of the Belgians,La Vie sexuelle des Belges 1950-1978,1994-01-28,"Jan Bucquoy narrates the story of his sexual life to age 28, imagining his conception (parents drunk, the encounter lasting ten seconds) and reporting his first orgasm (at the hands of Eddy, in a beach-side caravan, as they watch Laurel and Hardy), his comparative experiences with girls, and his move from Harelbeck to Brussels. There he meets Greta, bartender at a Bohemian cafe, who teaches him the Kama Sutra, the naked Esther, who reads him stories, and Thérèse, his wife for three years. They split after two children; he moves to a small flat, writes pornography to pay the bills, works sporadically on a novel, espouses anarchism, and meets more women. His self-confidence grows.",fr,['BE'],"['Comedy', 'Romance']",False
16372,16372,The Innocents,The Innocents,1961-12-15,A young governess for two children becomes convinced that the house and grounds are haunted by ghosts and that the children are being possessed.,en,"['US', 'GB']","['Horror', 'Mystery']",False
11561,11561,Sleeper,Sleeper,1973-12-17,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",en,['US'],"['Comedy', 'Science Fiction']",False
11302,11302,Bananas,Bananas,1971-04-28,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",en,['US'],['Comedy'],False
623,623,A Fish Called Wanda,A Fish Called Wanda,1988-07-15,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.",en,"['GB', 'US']","['Comedy', 'Crime']",False
583,583,Life of Brian,Life of Brian,1979-08-17,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",en,['GB'],['Comedy'],False
12614,12614,Victor/Victoria,Victor/Victoria,1982-04-25,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",en,['US'],"['Music', 'Comedy', 'Romance']",False
21711,21711,The Candidate,The Candidate,1972-06-29,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",en,['US'],"['Comedy', 'Drama']",False
11575,11575,The Great Race,The Great Race,1965-07-01,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",en,['US'],"['Comedy', 'Adventure', 'Action', 'Family', 'Romance']",False
475,475,Bonnie and Clyde,Bonnie and Clyde,1967-08-13,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",en,['US'],"['Crime', 'Drama']",False
11331,11331,The Old Man and the Sea,The Old Man and the Sea,1958-10-07,"Santiago is an aging, down-on-his-luck, Cuban fisherman who, after catching nothing for nearly 3 months, hooks a huge Marlin and struggles to land it far out in the Gulf Stream.",en,['US'],"['Adventure', 'Drama']",False
521,521,Dial M for Murder,Dial M for Murder,1954-05-29,"When American writer Mark Halliday visits the very married Margot Wendice in London, he unknowingly sets off a chain of blackmail and murder.",en,['US'],"['Thriller', 'Crime']",False
21202,21202,Madame Butterfly,Madame Butterfly,1995-11-22,"Cio-Cio-San, a young Japanese geisha, seeks to fulfill her dreams through marriage to an American naval officer. Her faith in their future is shattered by his empty vows and the loss she endures touches something deep within us all.",it,"['DE', 'FR', 'GB']",['Music'],False
88,88,Dirty Dancing,Dirty Dancing,1987-08-21,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",en,['US'],"['Drama', 'Music', 'Romance']",False
500,500,Reservoir Dogs,Reservoir Dogs,1992-09-02,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",en,['US'],"['Crime', 'Thriller']",False
792,792,Platoon,Platoon,1986-12-19,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",en,['US'],"['Drama', 'War', 'Action']",False
8491,8491,Weekend at Bernie's,Weekend at Bernie's,1989-07-05,"Two young insurance corporation employees try to pretend that their murdered employer is alive by puppeteering his dead body, leading a hitman to attempt to track him down to finish him off.",en,['US'],"['Comedy', 'Crime']",False
402,402,Basic Instinct,Basic Instinct,1992-03-20,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",en,['US'],"['Thriller', 'Mystery']",False
10537,10537,The Doors,The Doors,1991-03-01,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison.",en,['US'],"['Music', 'Drama', 'History']",False
11386,11386,The Crying Game,The Crying Game,1992-09-02,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",en,['GB'],"['Crime', 'Drama', 'Thriller']",False
9504,9504,Glengarry Glen Ross,Glengarry Glen Ross,1992-09-10,"When an office full of real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. When his coworker Dave Moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.",en,['US'],"['Crime', 'Drama', 'Mystery']",False
15764,15764,Sophie's Choice,Sophie's Choice,1982-12-08,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.",en,"['US', 'GB']","['Drama', 'Romance', 'War']",False
601,601,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982-06-11,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",en,['US'],"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",False
67365,67365,The Search for One-eye Jimmy,The Search for One-eye Jimmy,1994-11-09,"While working on a documentary on his old neighborhood, a young film school graduate shifts the focus of his production onto the disappearance of a local resident and the strange characters who are conducting the search to find him.",en,['US'],['Comedy'],False
25842,25842,A Christmas Carol,A Christmas Carol,1938-12-16,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",en,['US'],"['Drama', 'Fantasy', 'Family']",False
2119,2119,Days of Thunder,Days of Thunder,1990-06-27,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",en,['US'],"['Adventure', 'Action', 'Drama']",False
744,744,Top Gun,Top Gun,1986-05-16,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",en,['US'],"['Action', 'Drama']",False
136311,136311,American Strays,American Strays,1996-09-12,"Somewhere on the fringe of society, ten dangerous strangers are on a road to Red's Desert Oasis Diner. Packing more fire power than the LA police force, two hitmen, two hoods, two outlaws, and a mixed bag of other quirky characters hilariously converge for the showdown of a lifetime.",en,['US'],"['Action', 'Comedy']",False
221,221,Rebel Without a Cause,Rebel Without a Cause,1955-10-27,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",en,['US'],['Drama'],False
702,702,A Streetcar Named Desire,A Streetcar Named Desire,1951-09-19,"A disturbed, aging Southern belle moves in with her sister for solace — but being face-to-face with her brutish brother-in-law accelerates her downward spiral.",en,['US'],"['Drama', 'Thriller']",False
25750,25750,Children of the Corn IV: The Gathering,Children of the Corn IV: The Gathering,1996-10-08,A bright young medical student must solve the frightening mystery that plagues the children of a small Midwestern town.,en,['US'],['Horror'],False
17642,17642,The Leopard Son,The Leopard Son,1996-09-27,"The true story of the birth, growth and coming of age of a leopard cub in Africa's Serengeti plain. The journey of ""The Leopard Son"" begins at his mother's side where he discovers, through play, essential skills for survival in the wild. As it is with humans, there inevitably comes the day when a child must leave his mother to go out on his own.",en,['US'],['Documentary'],False
427043,427043,Charm's Incidents,Charms Zwischenfälle,1996-10-03,"Humourous interpretation of the poems and writings of Soviet dadaist Daniil Charms. These are organized into a sequence, suggesting a storyline, about a poor Russian poet who lives in Vienna, falls in love and has several bizarre adventures.",de,"['DE', 'AT']",['Comedy'],False
146341,146341,Bird of Prey,Bird of Prey,1996-10-04,"As a boy, Dominik watched an American crime boss murder his father, a police officer fighting corruption in Sofia, Bulgaria. Years later, he attempts to avenge his father's death but is imprisoned for 15 years for attempted murder. In prison, he meets an American photo-journalist who shares his enemy and his thoughts of revenge. Released from prison, the two hatch a plot which involves the man's recently-arrived daughter.",en,['BG'],"['Crime', 'Drama']",False
9305,9305,Microcosmos,Microcosmos : Le peuple de l'herbe,1996-09-06,"A documentary of insect life in meadows and ponds, using incredible close-ups, slow motion, and time-lapse photography. It includes bees collecting nectar, ladybugs eating mites, snails mating, spiders wrapping their catch, a scarab beetle relentlessly pushing its ball of dung uphill, endless lines of caterpillars, an underwater spider creating an air bubble to live in, and a mosquito hatching.",fr,['FR'],['Documentary'],False
37616,37616,Palookaville,Palookaville,1995-09-07,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) convinces them that they can pull off an armored-truck robbery. While they are busy plotting their caper, their dysfunctional families spin out of control, all around them.",en,['US'],"['Comedy', 'Crime']",False
11112,11112,The Associate,The Associate,1996-10-25,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,en,['US'],['Comedy'],False
21612,21612,The Funeral,The Funeral,1996-01-26,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.",en,['US'],"['Crime', 'Drama']",False
141210,141210,The Sleepover,The Sleepover,2012-10-12,"The town of Derry has a secret, but no one told the new kid. It's gonna be a long night.",en,['US'],"['Comedy', 'Horror']",False
102461,102461,A Single Girl,La fille seule,1995-11-29,"A young Parisian must make major decisions about pregnancy, a job and her boyfriend.",fr,['FR'],['Drama'],False
36998,36998,The Eighth Day,Le Huitième Jour,1996-05-22,"Georges has Down syndrome, living at a mental-institution, Harry is a busy businessman, giving lectures for young aspiring salesmen. He is successful in his business life, but his social life is a disaster since his wife left him and took their two children with her. This weekend his children came by train to meet him, but Harry, working as always, forgot to pick them up. Neither his wife or his children want to see him again and he is driving around on the country roads, anguished and angry. He almost runs over Georges, on the run from the institution since everybody else went home with their parents except him, whose mother is dead. Harry tries to get rid of Georges but he won't leave his new friend. Eventually a special friendship forms between the two of them, a friendship which makes Harry a different person.",fr,['FR'],['Drama'],False
200383,200383,North Star,North Star,1996-01-03,"Set during the Alaskan gold rush of the late 1800s. In his efforts to gain control of a small mining town, Sean McLennon is buying up every claim that becomes available, usually after the deaths of the previous owners at the hands of McLennon's 'assistants'. One of the miners targeted by McLennon, a half-Indian hunter named Hudson Saanteek, manages to escape his hired thugs and comes back into town looking to re-establish his claim and get revenge. McLennon and his men have the advantage of numbers and weapons, but Saanteek has his survival skills and knowledge of the Alaskan wilderness.",en,"['GB', 'US']","['Action', 'Adventure', 'Drama', 'Western']",False
116844,116844,Drunks,Drunks,1997-03-14,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds, bars and parks where he bought drugs, the meeting goes on, and we hear the stories of survivors and addicts - some, like Louis, who claim to have wandered in looking for choir practice, who don't call themselves alcoholic, and others, like Joseph, whose drinking almost caused the death of his child - as they talk about their lives at the meeting",en,['US'],['Drama'],False
1630,1630,The People vs. Larry Flynt,The People vs. Larry Flynt,1996-12-25,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.",en,['US'],['Drama'],False
26626,26626,Glory Daze,Glory Daze,1995-10-01,"Jack, a soon-to-be graduate, finds he's having a difficult time letting go of the college life -- and decides maybe he doesn't have to. Also questioning whether there's life after college are Jack's roommates: Rob, who fears domestication; comic-strip artist Mickey, who's shy around girls; intellectual party animal Slosh; and perpetual student Dennis.",en,['US'],['Comedy'],False
470646,470646,Plutonium Circus,Plutonium Circus,1995-10-13,"Funny yet incisive look at the PANTEX Nuclear Weapons Plant, in Amarillo, TX, which was used for nuclear weapons assembly during the Cold War. The plant, which provides most of the jobs for those living in Amarillo, now operates as a disassembly-line where the weapons, which were once built there, are now being taken apart with the plutonium getting stored underground. The film deals with the issues of storing the plutonium and the effects the plant has had (and is having) on the town of Amarillo, as well as how it has affected the way people thought about the Cold War and its aftermath. It does so by taking a look at the lives and activities of the Amarillo residents directly or indirectly associated with, or having strong opinions about the Plant.",en,['US'],['Documentary'],False
124837,124837,A Perfect Candidate,A Perfect Candidate,1996-06-19,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",en,['US'],['Documentary'],False
11816,11816,On Golden Pond,On Golden Pond,1981-12-04,"For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.",en,['US'],"['Drama', 'Romance']",False
11843,11843,The Return of the Pink Panther,The Return of the Pink Panther,1975-05-21,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,en,['US'],"['Comedy', 'Crime', 'Mystery']",False
10379,10379,Drop Dead Fred,Drop Dead Fred,1991-04-19,"When Elizabeth returns to her mother's home after her marriage breaks up, she recreates her imaginary childhood friend, Fred, to escape from the trauma of losing her husband and her job. In between the chaos and mayhem that Fred creates, Elizabeth attempts to win back her husband and return to normality.",en,"['GB', 'US']","['Comedy', 'Fantasy', 'Family']",False
2756,2756,The Abyss,The Abyss,1989-08-09,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",en,['US'],"['Adventure', 'Action', 'Thriller', 'Science Fiction']",False
790,790,The Fog,The Fog,1980-02-07,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",en,['US'],['Horror'],False
